mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Airport,place-aport,106701,22741,75,1423,303,4985,169
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Aquarium,place-aqucl,9640,66665,75,129,889,5990,170
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Beachmont,place-bmmnl,49930,4740,75,666,63,2513,171
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Bowdoin,place-bomnl,0,43589,75,0,581,0,172
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Government Center,place-gover,2454,227223,75,33,3030,575,173
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Maverick,place-mvbcl,155960,35802,75,2079,477,6621,174
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Orient Heights,place-orhte,67535,5878,75,900,78,3509,175
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Revere Beach,place-rbmnl,50704,1347,75,676,18,1931,176
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,State,place-state,6054,191658,75,81,2555,3531,177
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Suffolk Downs,place-sdmnl,9955,990,75,133,13,2660,178
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Wonderland,place-wondl,93959,0,75,1253,0,1253,179
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Wood Island,place-wimnl,25359,2964,75,338,40,3839,180
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Airport,place-aport,88383,16542,75,1178,221,3466,181
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Aquarium,place-aqucl,13371,43975,75,178,586,3977,182
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Beachmont,place-bmmnl,38813,5098,75,518,68,1689,183
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Bowdoin,place-bomnl,0,26381,75,0,352,0,184
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,2291,157333,75,31,2098,352,185
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Maverick,place-mvbcl,101469,31681,75,1353,422,4376,186
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Orient Heights,place-orhte,44216,5068,75,590,68,2257,187
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Revere Beach,place-rbmnl,41510,968,75,553,13,1215,188
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,6640,122814,75,89,1638,2437,189
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Suffolk Downs,place-sdmnl,5910,808,75,79,11,1723,190
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wonderland,place-wondl,51128,0,75,682,0,682,191
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wood Island,place-wimnl,22402,2520,75,299,34,2523,192
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Airport,place-aport,63646,13466,75,849,180,2459,193
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Aquarium,place-aqucl,16771,32073,75,224,428,3066,194
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Beachmont,place-bmmnl,23073,4365,75,308,58,1126,195
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Bowdoin,place-bomnl,0,18240,75,0,243,0,196
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Government Center,place-gover,2406,125631,75,32,1675,243,197
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Maverick,place-mvbcl,87407,27974,75,1165,373,3262,198
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Orient Heights,place-orhte,30659,5211,75,409,69,1552,199
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Revere Beach,place-rbmnl,25331,1158,75,338,15,871,200
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Beachmont,place-bmmnl,3296,41326,75,44,551,1357,201
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Bowdoin,place-bomnl,35911,0,75,479,0,479,202
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,163222,1826,75,2176,24,2626,203
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Maverick,place-mvbcl,26132,120716,75,348,1610,3530,204
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Orient Heights,place-orhte,5051,54424,75,67,726,2055,205
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Revere Beach,place-rbmnl,1194,38242,75,16,510,849,206
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,153950,4418,75,2053,59,4552,207
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Suffolk Downs,place-sdmnl,635,11329,75,8,151,1889,208
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wonderland,place-wondl,0,62944,75,0,839,0,209
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wood Island,place-wimnl,3656,21755,74,49,294,2471,210
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Airport,place-aport,30242,85269,75,403,1137,5071,211
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Aquarium,place-aqucl,76790,18429,75,1024,246,7748,212
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Beachmont,place-bmmnl,3604,74231,75,48,990,2462,213
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Bowdoin,place-bomnl,60387,0,75,805,0,805,214
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Government Center,place-gover,248474,2517,75,3313,34,4084,215
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Maverick,place-mvbcl,35266,186113,75,470,2482,5824,216
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Orient Heights,place-orhte,5938,92237,75,79,1230,3605,217
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Revere Beach,place-rbmnl,808,59798,75,11,797,1682,218
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,State,place-state,222184,5734,75,2962,76,7008,219
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Suffolk Downs,place-sdmnl,955,16199,75,13,216,3398,220
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Wonderland,place-wondl,0,126065,75,0,1681,0,221
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_06,PM_PEAK,Wood Island,place-wimnl,4433,29711,74,60,401,4365,222
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Airport,place-aport,32253,73560,75,430,981,3408,223
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Aquarium,place-aqucl,54769,9797,75,730,131,5373,224
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Beachmont,place-bmmnl,2960,50804,75,39,677,1619,225
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Bowdoin,place-bomnl,28524,0,75,380,0,380,226
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Government Center,place-gover,192549,1209,75,2567,16,2936,227
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Maverick,place-mvbcl,25995,140272,75,347,1870,3905,228
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Orient Heights,place-orhte,5466,62971,75,73,840,2324,229
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Revere Beach,place-rbmnl,619,49230,75,8,656,989,230
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,State,place-state,143069,2797,75,1908,37,4767,231
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Suffolk Downs,place-sdmnl,467,9711,75,6,129,2231,232
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Wonderland,place-wondl,0,75097,75,0,1001,0,233
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_07,EVENING,Wood Island,place-wimnl,2510,23987,74,34,324,2800,234
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Airport,place-aport,19977,41390,75,266,552,2062,235
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Aquarium,place-aqucl,36292,2852,75,484,38,3265,236
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Beachmont,place-bmmnl,910,31619,75,12,422,908,237
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Bowdoin,place-bomnl,14460,0,75,193,0,193,238
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Government Center,place-gover,127905,396,75,1705,5,1893,239
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Maverick,place-mvbcl,9309,80207,75,124,1069,2323,240
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Orient Heights,place-orhte,1823,38888,75,24,519,1407,241
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Revere Beach,place-rbmnl,248,35536,75,3,474,433,242
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,State,place-state,66210,1024,75,883,14,2801,243
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Suffolk Downs,place-sdmnl,334,5370,75,4,72,1318,244
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wonderland,place-wondl,0,32601,75,0,435,0,245
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wood Island,place-wimnl,1236,19299,74,17,261,1739,246
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Airport,place-aport,4207,10238,75,56,137,492,247
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Aquarium,place-aqucl,8293,571,75,111,8,789,248
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Beachmont,place-bmmnl,291,9583,75,4,128,250,249
Heavy Rail,Fall 2024,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Bowdoin,place-bomnl,2007,0,75,27,0,27,250
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Wonderland,place-wondl,60324,0,16,3770,0,3770,251
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,OFF_PEAK,Wood Island,place-wimnl,19541,2742,16,1221,171,11586,252
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Airport,place-aport,72044,15468,16,4503,967,12457,253
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Aquarium,place-aqucl,14445,39116,16,903,2445,14471,254
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Beachmont,place-bmmnl,26077,3185,16,1630,199,6095,255
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Bowdoin,place-bomnl,0,12669,16,0,792,0,256
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Government Center,place-gover,303,127681,16,19,7980,792,257
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Maverick,place-mvbcl,81958,25033,16,5122,1565,16014,258
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Orient Heights,place-orhte,32818,5044,16,2051,315,8135,259
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Revere Beach,place-rbmnl,29072,716,16,1817,45,4664,260
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,State,place-state,3608,95092,16,226,5943,8753,261
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Suffolk Downs,place-sdmnl,5646,777,16,353,49,6399,262
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Wonderland,place-wondl,46272,0,16,2892,0,2892,263
Heavy Rail,Fall 2024,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,OFF_PEAK,Wood Island,place-wimnl,15216,2624,16,951,164,8917,264
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Assembly,place-astao,78,1232,60,1,21,58,265
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Back Bay,place-bbsta,2646,3672,60,44,61,380,266
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Chinatown,place-chncl,551,953,60,9,16,327,267
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Community College,place-ccmnl,100,2139,60,2,36,125,268
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Downtown Crossing,place-dwnxg,2995,6358,60,50,106,265,269
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Forest Hills,place-forhl,19662,0,60,328,0,328,270
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Green Street,place-grnst,2173,84,60,36,1,298,271
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,601,2147,60,10,36,216,272
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Jackson Square,place-jaksn,5838,232,60,97,4,396,273
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Malden Center,place-mlmnl,17,1174,60,0,20,6,274
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Massachusetts Avenue,place-masta,1753,1397,60,29,23,419,275
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,1488,3672,60,25,61,168,276
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Oak Grove,place-ogmnl,0,163,60,0,3,0,277
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Roxbury Crossing,place-rcmnl,1855,1396,60,31,23,385,278
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Ruggles,place-rugg,5257,1918,60,88,32,428,279
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,3950,4421,60,66,74,248,280
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Stony Brook,place-sbmnl,2275,111,60,38,2,318,281
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Sullivan Square,place-sull,781,2463,60,13,41,85,282
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Tufts Medical Center,place-tumnl,1329,2047,60,22,34,343,283
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wellington,place-welln,146,1467,60,2,24,34,284
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Assembly,place-astao,280,4014,60,5,67,164,285
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Back Bay,place-bbsta,8135,10241,60,136,171,990,286
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Chinatown,place-chncl,1963,2291,60,33,38,878,287
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Community College,place-ccmnl,302,6399,60,5,107,336,288
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Downtown Crossing,place-dwnxg,8772,17360,60,146,289,696,289
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Forest Hills,place-forhl,46805,0,60,780,0,780,290
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Green Street,place-grnst,5691,301,60,95,5,769,291
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Haymarket,place-haecl,1264,5668,60,21,94,541,292
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Jackson Square,place-jaksn,15680,749,60,261,12,1041,293
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Malden Center,place-mlmnl,82,4509,60,1,75,29,294
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Massachusetts Avenue,place-masta,4072,3971,60,68,66,1044,295
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,North Station,place-north,4278,9430,60,71,157,457,296
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Oak Grove,place-ogmnl,0,1796,60,0,30,0,297
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Roxbury Crossing,place-rcmnl,4501,5307,60,75,88,995,298
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Ruggles,place-rugg,10982,5714,60,183,95,1062,299
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,7994,11214,60,133,187,620,300
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Green Street,place-grnst,19133,1415,60,319,24,1432,301
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,13471,33923,60,225,565,3795,302
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Jackson Square,place-jaksn,34840,6061,60,581,101,2110,303
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Malden Center,place-mlmnl,853,65533,60,14,1092,635,304
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Massachusetts Avenue,place-masta,24971,14283,60,416,238,3895,305
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,37942,42747,60,632,712,3682,306
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Oak Grove,place-ogmnl,0,35983,60,0,600,0,307
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Roxbury Crossing,place-rcmnl,43315,7004,60,722,117,2756,308
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Ruggles,place-rugg,81210,19382,60,1353,323,3767,309
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,39111,84264,60,652,1404,4144,310
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Stony Brook,place-sbmnl,14127,1640,60,235,27,1649,311
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Sullivan Square,place-sull,8179,35618,60,136,594,2829,312
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Tufts Medical Center,place-tumnl,38303,17787,60,638,296,4695,313
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wellington,place-welln,2020,36231,60,34,604,1768,314
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Assembly,place-astao,12234,50242,60,204,837,5534,315
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Back Bay,place-bbsta,136420,34687,60,2274,578,6068,316
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Chinatown,place-chncl,42460,19765,60,708,329,7140,317
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Community College,place-ccmnl,18766,32322,60,313,539,6826,318
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Downtown Crossing,place-dwnxg,135790,87993,60,2263,1467,7932,319
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Forest Hills,place-forhl,70602,0,60,1177,0,1177,320
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Green Street,place-grnst,18467,2038,60,308,34,1501,321
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Haymarket,place-haecl,21910,42171,60,365,703,7156,322
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Jackson Square,place-jaksn,37109,6398,60,618,107,2269,323
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Malden Center,place-mlmnl,1271,143540,60,21,2392,1825,324
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Massachusetts Avenue,place-masta,35850,14300,60,597,238,4362,325
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,North Station,place-north,80534,87278,60,1342,1455,7043,326
Heavy Rail,Fall 2024,Orange,Orange Line,NB,day_type_01,Weekday,time_period_06,PM_PEAK,Oak Grove,place-ogmnl,0,109409,60,0,1823,0,327
